SrNo,TestLinkId,TestScriptName,TestMethodName
1,11177,l1_comm,test_comm_bii_add_eth_sec_ipaddress_invalid_add_101_ip_addresses
2,11178,l1_comm,test_comm_bii_add_eth_sec_ipaddress_invalid_existing_ip_address
3,11179,l1_comm,test_comm_bii_add_eth_sec_ipaddress_invalid_ip_address
4,11180,l1_comm,test_comm_bii_add_eth_sec_ipaddress_valid_ip_address
5,11181,l1_comm,test_comm_bii_add_eth_sec_iprange_invalid_add_101_ip_ranges
6,11182,l1_comm,test_comm_bii_add_eth_sec_iprange_invalid_existing_ip_range
7,11183,l1_comm,test_comm_bii_add_eth_sec_iprange_invalid_ip_address
8,11184,l1_comm,test_comm_bii_add_eth_sec_iprange_invalid_ip_range
9,11185,l1_comm,test_comm_bii_add_eth_sec_iprange_valid_ip_address_range
10,11186,l1_comm,test_comm_bii_del_eth_sec_ipaddress_invalid_ip_address
11,11187,l1_comm,test_comm_bii_del_eth_sec_ipaddress_invalid_ip_does_not_exist
12,11188,l1_comm,test_comm_bii_del_eth_sec_ipaddress_valid
13,11189,l1_comm,test_comm_bii_del_eth_sec_iprange_invalid_ip_address
14,11190,l1_comm,test_comm_bii_del_eth_sec_iprange_invalid_ip_does_not_exist
15,11191,l1_comm,test_comm_bii_del_eth_sec_iprange_valid
16,11192,l1_comm,test_comm_bii_delete_all_eth_sec_ipaddlist_valid
17,11193,l1_comm,test_comm_bii_delete_all_eth_sec_ipaddlist_valid_two_times
18,11194,l1_comm,test_comm_bii_delete_all_eth_sec_iprangelist_valid
19,11195,l1_comm,test_comm_bii_delete_all_eth_sec_iprangelist_valid_two_times
20,11196,l1_comm,test_comm_bii_get_eth_sec_iplist_invalid_type
21,11197,l1_comm,test_comm_bii_get_eth_sec_iplist_valid_iplist
22,11198,l1_comm,test_comm_bii_get_eth_sec_iplist_valid_iprange
23,11199,l1_comm,test_comm_bii_get_eth_sec_iplist_valid_max_ip_addresses
24,11200,l1_comm,test_comm_bii_get_eth_sec_iplist_valid_max_iprange
25,11201,l1_comm,test_comm_bii_get_eth_sec_iplist_valid_no_ipaddress
26,11202,l1_comm,test_comm_bii_get_eth_sec_iplist_valid_no_iprange
27,11203,l1_comm,test_comm_bii_get_input_port_valid
28,11204,l1_comm,test_comm_bii_get_ip_address_valid
29,11205,l1_comm,test_comm_bii_get_ip_address_id_valid_current_ip
30,11206,l1_comm,test_comm_bii_get_netid_valid_id
31,11207,l1_comm,test_comm_bii_get_nw_mac_addr_invalid_interface
32,11208,l1_comm,test_comm_bii_get_nw_mac_addr_valid_wired
33,11209,l1_comm,test_comm_bii_get_port_over_ethernet
34,11210,l1_comm,test_comm_bii_get_port_over_rs485
35,11211,l1_comm,test_comm_bii_get_port_param_invalid_port
36,11212,l1_comm,test_comm_bii_get_port_param_valid_port_current
37,11213,l1_comm,test_comm_bii_get_port_param_valid_port_rs485
38,11214,l1_comm,test_comm_bii_get_ssl_connection_mode_valid
39,11215,l1_comm,test_comm_bii_get_verify_port_valid
40,11216,l1_comm,test_comm_bii_pending_few_pending_command
41,11217,l1_comm,test_comm_bii_pending_max_pending_command
42,11218,l1_comm,test_comm_bii_pending_no_pending_command
43,11219,l1_comm,test_comm_bii_reboot_module_system
44,11220,l1_comm,test_comm_bii_reboot_module_system_while_device_busy
45,11221,l1_comm,test_comm_bii_reboot_module_immediate_soft_reboot
46,11222,l1_comm,test_comm_bii_reboot_module_immediate_device_busy_soft_reboot
47,11223,l1_comm,test_comm_bii_reset_input_port_ports_disabled
48,11224,l1_comm,test_comm_bii_reset_input_port_ports_enabled
49,11225,l1_comm,test_comm_bii_reset_port_param_invalid_port
50,11226,l1_comm,test_comm_bii_reset_port_param_valid_port_current
51,11227,l1_comm,test_comm_bii_reset_port_param_valid_port_rs485
52,11228,l1_comm,test_comm_bii_reset_ssl_connection_mode_valid
53,11229,l1_comm,test_comm_bii_reset_verify_port_valid
54,11230,l1_comm,test_comm_bii_set_input_port_aux_port_disable
55,11231,l1_comm,test_comm_bii_set_input_port_aux_port_disable_pwd_max
56,11232,l1_comm,test_comm_bii_set_input_port_aux_port_disable_pwd_zero
57,11233,l1_comm,test_comm_bii_set_input_port_aux_port_enable
58,11234,l1_comm,test_comm_bii_set_input_port_both_aux_and_wiegand_disable
59,11235,l1_comm,test_comm_bii_set_input_port_invalid_reserved_non_zero
60,11236,l1_comm,test_comm_bii_set_input_port_wiegand_port_disable
61,11237,l1_comm,test_comm_bii_set_input_port_wiegand_port_enable
62,11238,l1_comm,test_comm_bii_set_netid_invalid_broadcast
63,11239,l1_comm,test_comm_bii_set_netid_invalid_upper
64,11240,l1_comm,test_comm_bii_set_netid_valid_max
65,11241,l1_comm,test_comm_bii_set_netid_valid_zero
66,11242,l1_comm,test_comm_bii_set_port_param_invalid_baudrate_max
67,11243,l1_comm,test_comm_bii_set_port_param_invalid_baudrate_zero
68,11244,l1_comm,test_comm_bii_set_port_param_invalid_port
69,11245,l1_comm,test_comm_bii_set_port_param_invalid_stop_bits_max
70,11246,l1_comm,test_comm_bii_set_port_param_invalid_stop_bits_zero
71,11247,l1_comm,test_comm_bii_set_port_param_valid_aux
72,11248,l1_comm,test_comm_bii_set_port_param_valid_current_port
73,11249,l1_comm,test_comm_bii_set_port_param_valid_max_baudrate
74,11250,l1_comm,test_comm_bii_set_port_param_valid_max_stop_bits
75,11251,l1_comm,test_comm_bii_set_port_param_valid_min_baud_rate
76,11252,l1_comm,test_comm_bii_set_port_param_valid_min_stop_bits
77,11253,l1_comm,test_comm_bii_set_port_param_valid_rs232
78,11254,l1_comm,test_comm_bii_set_port_param_valid_rs485_rs422
79,11255,l1_comm,test_comm_bii_set_ssl_connection_mode_invalid_mode
80,11256,l1_comm,test_comm_bii_set_ssl_connection_mode_valid_disable
81,11257,l1_comm,test_comm_bii_set_ssl_connection_mode_valid_enable
82,11258,l1_comm,test_comm_bii_set_verify_port_invalid_aux
83,11259,l1_comm,test_comm_bii_set_verify_port_invalid_rs232
84,11260,l1_comm,test_comm_bii_set_verify_port_invalid_wiegand
85,11261,l1_comm,test_comm_bii_set_verify_port_valid_aux_default
86,11262,l1_comm,test_comm_bii_set_verify_port_valid_aux_template
87,11263,l1_comm,test_comm_bii_set_verify_port_valid_rs232_default
88,11264,l1_comm,test_comm_bii_set_verify_port_valid_rs232_template
89,11265,l1_comm,test_comm_bii_set_verify_port_valid_wiegand_never
90,11266,l1_comm,test_comm_bii_set_verify_port_valid_wiegand_selective
91,11267,l1_comm,test_comm_bii_status_busy
92,11268,l1_comm,test_comm_bii_status_idle
93,11269,l1_comm_nw_params,test_comm_bii_get_dhcp_mode_valid
94,11270,l1_comm_nw_params,test_comm_bii_get_eth_sec_mode_valid
95,11271,l1_comm_nw_params,test_comm_bii_get_nw_dhcpmode_invalid_interface_max
96,11272,l1_comm_nw_params,test_comm_bii_get_nw_dhcpmode_invalid_interface_upper
97,11273,l1_comm_nw_params,test_comm_bii_get_nw_dhcpmode_valid_wired
98,11274,l1_comm_nw_params,test_comm_bii_get_nw_param_invalid_interface
99,11275,l1_comm_nw_params,test_comm_bii_get_nw_param_valid_wired
100,11276,l1_comm_nw_params,test_comm_bii_reset_eth_sec_mode_valid
101,11277,l1_comm_nw_params,test_comm_bii_reset_nw_dhcpmode_invalid_interface_max
102,11278,l1_comm_nw_params,test_comm_bii_reset_nw_dhcpmode_invalid_interface_upper
103,11279,l1_comm_nw_params,test_comm_bii_reset_nw_dhcpmode_valid_wired
104,11280,l1_comm_nw_params,test_comm_bii_set_dhcp_mode_invalid_mode
105,11281,l1_comm_nw_params,test_comm_bii_set_dhcp_mode_valid_disabled
106,11282,l1_comm_nw_params,test_comm_bii_set_dhcp_mode_valid_enabled
107,11283,l1_comm_nw_params,test_comm_bii_set_eth_sec_mode_invalid_mode
108,11284,l1_comm_nw_params,test_comm_bii_set_eth_sec_mode_valid_disable
109,11285,l1_comm_nw_params,test_comm_bii_set_eth_sec_mode_valid_enable
110,11286,l1_comm_nw_params,test_comm_bii_set_nw_dhcpmode_invalid_interface_max
111,11287,l1_comm_nw_params,test_comm_bii_set_nw_dhcpmode_invalid_interface_upper
112,11288,l1_comm_nw_params,test_comm_bii_set_nw_dhcpmode_invalid_mode_max
113,11289,l1_comm_nw_params,test_comm_bii_set_nw_dhcpmode_invalid_mode_upper
114,11290,l1_comm_nw_params,test_comm_bii_set_nw_dhcpmode_valid_wired_dhcp
115,11291,l1_comm_nw_params,test_comm_bii_set_nw_dhcpmode_valid_wired_static
116,11292,l1_comm_nw_params,test_comm_bii_set_nw_param_invalid_gateway
117,11293,l1_comm_nw_params,test_comm_bii_set_nw_param_invalid_interface
118,11294,l1_comm_nw_params,test_comm_bii_set_nw_param_invalid_ipaddress
119,11295,l1_comm_nw_params,test_comm_bii_set_nw_param_invalid_subnet
120,11296,l1_comm_nw_params,test_comm_bii_set_nw_param_valid_wired
121,11297,l1_comm_wlan,test_comm_bii_detect_wlan_valid
122,11298,l1_comm_wlan,test_comm_bii_extended_wlan_setting_invalid_data_with_wlan_disable
123,11299,l1_comm_wlan,test_comm_bii_extended_wlan_setting_invalid_get_with_data
124,11300,l1_comm_wlan,test_comm_bii_extended_wlan_setting_invalid_key_with_encryption_disable
125,11301,l1_comm_wlan,test_comm_bii_extended_wlan_setting_invalid_reset_with_data
126,11302,l1_comm_wlan,test_comm_bii_extended_wlan_setting_invalid_set_encryption_mode
127,11303,l1_comm_wlan,test_comm_bii_extended_wlan_setting_invalid_set_network_mode
128,11304,l1_comm_wlan,test_comm_bii_extended_wlan_setting_invalid_set_security_mode
129,11305,l1_comm_wlan,test_comm_bii_extended_wlan_setting_invalid_set_wlan_mode
130,11306,l1_comm_wlan,test_comm_bii_extended_wlan_setting_invalid_usage_max
131,11307,l1_comm_wlan,test_comm_bii_extended_wlan_setting_invalid_usage_min
132,11308,l1_comm_wlan,test_comm_bii_extended_wlan_setting_invalid_usage_upper
133,11309,l1_comm_wlan,test_comm_bii_extended_wlan_setting_valid_get
134,11310,l1_comm_wlan,test_comm_bii_extended_wlan_setting_valid_reset
135,11311,l1_comm_wlan,test_comm_bii_extended_wlan_setting_valid_set_mode_managed
136,11312,l1_comm_wlan,test_comm_bii_extended_wlan_setting_valid_set_security_wpa
137,11313,l1_comm_wlan,test_comm_bii_extended_wlan_setting_valid_set_security_wpa2
138,11314,l1_comm_wlan,test_comm_bii_extended_wlan_setting_valid_set_security_wpa2_with_key_max
139,11315,l1_comm_wlan,test_comm_bii_extended_wlan_setting_valid_set_security_wpa2_with_key_min
140,11316,l1_comm_wlan,test_comm_bii_extended_wlan_setting_valid_set_wlan_disable
141,11317,l1_comm_wlan,test_comm_bii_get_nw_dhcpmode_valid_wireless
142,11318,l1_comm_wlan,test_comm_bii_get_nw_mac_addr_valid_wireless
143,11319,l1_comm_wlan,test_comm_bii_get_nw_param_valid_wireless
144,11320,l1_comm_wlan,test_comm_bii_get_wlan_cell_site_list_invlid_wlan_off
145,11321,l1_comm_wlan,test_comm_bii_get_wlan_cell_site_list_valid
146,11322,l1_comm_wlan,test_comm_bii_reset_nw_dhcpmode_valid_wireless
147,11323,l1_comm_wlan,test_comm_bii_set_nw_dhcpmode_valid_wireless_dhcp
148,11324,l1_comm_wlan,test_comm_bii_set_nw_dhcpmode_valid_wireless_static
149,11325,l1_comm_wlan,test_comm_bii_set_nw_param_valid_wireless
150,11326,l1_ta,test_ta_bii_get_tna_mode_valid
151,11327,l1_ta,test_ta_bii_reset_tna_mode_valid
152,11328,l1_ta,test_ta_bii_set_tna_mode_invalid_unlicense_enable_and_mandatory
153,11329,l1_ta,test_ta_bii_set_tna_mode_invalid_unlicense_enable
154,11330,l1_ta,test_ta_bii_set_tna_mode_invalid_license_mode
155,11331,l1_ta,test_ta_bii_set_tna_mode_invalid_tna_mode
156,11332,l1_ta,test_ta_bii_set_tna_mode_valid_disabled
157,11333,l1_ta,test_ta_bii_set_tna_mode_valid_enabled
158,11334,l1_ta,test_ta_bii_set_tna_mode_valid_enabled_and_mandatory
159,11335,l1_ta,test_ta_bii_set_tna_mode_invalid_unlicense_disable
160,11336,l1_lcd,test_lcd_bii_delete_image_file_invalid_data_in_file_name
161,11337,l1_lcd,test_lcd_bii_delete_image_file_invalid_directory_index
162,11338,l1_lcd,test_lcd_bii_delete_image_file_invalid_file_does_not_exist
163,11339,l1_lcd,test_lcd_bii_delete_image_file_invalid_file_name_size_less
164,11340,l1_lcd,test_lcd_bii_delete_image_file_invalid_file_name_size_more
165,11341,l1_lcd,test_lcd_bii_delete_image_file_valid_wallpaper
166,11342,l1_lcd,test_lcd_bii_get_display_clock_type_valid
167,11343,l1_lcd,test_lcd_bii_get_image_file_list_invalid_index_max
168,11344,l1_lcd,test_lcd_bii_get_image_file_list_invalid_index_upper
169,11345,l1_lcd,test_lcd_bii_get_image_file_list_valid_accepted_with_no_file
170,11346,l1_lcd,test_lcd_bii_get_image_file_list_valid_rejected_with_no_file
171,11347,l1_lcd,test_lcd_bii_get_image_file_list_valid_wallpaper_with_long_named_file
172,11348,l1_lcd,test_lcd_bii_get_lcd_verification_mode_valid
173,11349,l1_lcd,test_lcd_bii_reset_display_clock_type_valid
174,11350,l1_lcd,test_lcd_bii_reset_lcd_verification_mode_valid
175,11351,l1_lcd,test_lcd_bii_reset_wallpaper_image_valid
176,11352,l1_lcd,test_lcd_bii_set_display_clock_type_invalid_type_max
177,11353,l1_lcd,test_lcd_bii_set_display_clock_type_invalid_type_upper
178,11354,l1_lcd,test_lcd_bii_set_display_clock_type_valid_analog
179,11355,l1_lcd,test_lcd_bii_set_display_clock_type_valid_digital
180,11356,l1_lcd,test_lcd_bii_set_display_clock_type_valid_no_clk
181,11357,l1_lcd,test_lcd_bii_set_lcd_verification_mode_invalid_data
182,11358,l1_lcd,test_lcd_bii_set_lcd_verification_mode_invalid_keyped_admin
183,11359,l1_lcd,test_lcd_bii_set_lcd_verification_mode_invalid_lcd_verify
184,11360,l1_lcd,test_lcd_bii_set_lcd_verification_mode_valid_both_keyped_admin_and_lcd_verify_enable
185,11361,l1_lcd,test_lcd_bii_set_lcd_verification_mode_invalid_reserved
186,11362,l1_lcd,test_lcd_bii_set_lcd_verification_mode_valid_both_keyped_admin_and_lcd_verify_disable
187,11363,l1_lcd,test_lcd_bii_set_lcd_verification_mode_valid_keyped_admin_enable
188,11364,l1_lcd,test_lcd_bii_set_lcd_verification_mode_valid_lcd_verify_enable
189,11365,l1_clk,test_clk_bii_get_date_time_valid_no_data
190,11366,l1_clk,test_clk_bii_get_date_time_valid_with_day_of_week
191,11367,l1_clk,test_clk_bii_get_date_time_valid_without_day_of_week
192,11368,l1_clk,test_clk_bii_get_date_time_settings_valid
193,11369,l1_clk,test_clk_bii_reset_date_time_settings_valid
194,11370,l1_clk,test_clk_bii_set_date_time_invalid_max
195,11371,l1_clk,test_clk_bii_set_date_time_invalid_all_zero
196,11372,l1_clk,test_clk_bii_set_date_time_invalid_day
197,11373,l1_clk,test_clk_bii_set_date_time_invalid_day_of_february
198,11374,l1_clk,test_clk_bii_set_date_time_invalid_day_for_month
199,11375,l1_clk,test_clk_bii_set_date_time_invalid_hour
200,11376,l1_clk,test_clk_bii_set_date_time_invalid_leap_year
201,11377,l1_clk,test_clk_bii_set_date_time_invalid_minute
202,11378,l1_clk,test_clk_bii_set_date_time_invalid_month
203,11379,l1_clk,test_clk_bii_set_date_time_invalid_second
204,11380,l1_clk,test_clk_bii_set_date_time_invalid_year
205,11381,l1_clk,test_clk_bii_set_date_time_valid_leap_year
206,11382,l1_clk,test_clk_bii_set_date_time_valid_max
207,11383,l1_clk,test_clk_bii_set_date_time_valid_min
208,11384,l1_clk,test_clk_bii_set_date_time_settings_invalid_data_driven
209,11385,l1_clk,test_clk_bii_set_date_time_settings_valid_data_driven
210,11386,l1_generic,test_generic_busy_error_packet
211,11387,l1_generic,test_generic_both_areq_and_rreq_bits
212,11388,l1_generic,test_generic_delayed_command_device_busy
213,11389,l1_generic,test_generic_garbage_data
214,11390,l1_generic,test_generic_greater_length
215,11391,l1_generic,test_generic_immediate_cmd_device_busy
216,11392,l1_generic,test_generic_invalid_checksum
217,11393,l1_generic,test_generic_invalid_command_id
218,11394,l1_generic,test_generic_invalid_sync_word
219,11395,l1_generic,test_generic_less_data_words
220,11396,l1_generic,test_generic_max_command_queue
221,11397,l1_generic,test_generic_max_network_id
222,11398,l1_generic,test_generic_max_serial_number
223,11399,l1_generic,test_generic_more_data_words
224,11400,l1_generic,test_generic_no_areq_bit_and_no_rreq_bits
225,11401,l1_generic,test_generic_no_data_words
226,11402,l1_generic,test_generic_no_effect_on_ack_bit
227,11403,l1_generic,test_generic_no_effect_on_err_bit
228,11404,l1_generic,test_generic_only_areq_bit
229,11405,l1_generic,test_generic_only_rreq_bit
230,11406,l1_generic,test_generic_smaller_length
231,11407,l1_generic,test_generic_unsupported_command_id
232,11408,l1_generic,test_generic_valid_network_id
233,11409,l1_generic,test_generic_valid_serial_number
234,11410,l1_generic,test_generic_zero_length
235,11411,l1_generic,test_generic_zero_network_id
236,11412,l1_generic,test_generic_zero_serial_number
237,11413,l1_generic,test_generic_communication_on_rs485_channel_with_all_baudrate
238,11414,l1_log,test_log_bii_configure_real_time_monitor_mode_invalid_get_with_data
239,11415,l1_log,test_log_bii_configure_real_time_monitor_mode_invalid_reset_with_data
240,11416,l1_log,test_log_bii_configure_real_time_monitor_mode_invalid_set_mode
241,11417,l1_log,test_log_bii_configure_real_time_monitor_mode_invalid_usage_max
242,11418,l1_log,test_log_bii_configure_real_time_monitor_mode_invalid_usage_upper
243,11419,l1_log,test_log_bii_configure_real_time_monitor_mode_invalid_usage_zero
244,11420,l1_log,test_log_bii_configure_real_time_monitor_mode_valid_get
245,11421,l1_log,test_log_bii_configure_real_time_monitor_mode_valid_reset
246,11422,l1_log,test_log_bii_configure_real_time_monitor_mode_valid_set_mode_disable
247,11423,l1_log,test_log_bii_configure_real_time_monitor_mode_valid_set_mode_enable
248,11424,l1_log,test_log_bii_configure_real_time_monitor_mode_invalid_reserved
249,11425,l1_log,test_log_bii_erase_transaction_log_invalid_option
250,11426,l1_log,test_log_bii_erase_transaction_log_valid_erase_all_mix_read_and_unread
251,11427,l1_log,test_log_bii_erase_transaction_log_valid_erase_all_unread
252,11428,l1_log,test_log_bii_erase_transaction_log_valid_no_log_on_device
253,11429,l1_log,test_log_bii_erase_transaction_log_valid_no_read_entries_and_erase_read
254,11430,l1_log,test_log_bii_erase_transaction_log_valid_read_multiple_entries_and_erase_read
255,11431,l1_log,test_log_bii_erase_transaction_log_valid_read_single_entries_and_erase_read
256,11432,l1_log,test_log_bii_evl_get_log_date_list_valid_with_one_files
257,11433,l1_log,test_log_bii_evl_get_mode_valid
258,11434,l1_log,test_log_bii_evl_reset_mode_valid
259,11435,l1_log,test_log_bii_evl_set_mode_invalid
260,11436,l1_log,test_log_bii_evl_set_mode_valid_disable
261,11437,l1_log,test_log_bii_evl_set_mode_valid_enable
262,11438,l1_log,test_log_bii_num_transaction_log_invalid_option
263,11439,l1_log,test_log_bii_num_transaction_log_valid_all_unread_entries_and_count_unread
264,11440,l1_log,test_log_bii_num_transaction_log_valid_count_all_with_all_unread
265,11441,l1_log,test_log_bii_num_transaction_log_valid_count_all_mix_read_and_unread
266,11442,l1_log,test_log_bii_num_transaction_log_valid_no_log_on_device
267,11443,l1_log,test_log_bii_num_transaction_log_valid_read_multiple_entries_and_count_read
268,11444,l1_log,test_log_bii_num_transaction_log_valid_read_single_entry_and_count_read
269,11445,l1_log,test_log_bii_read_transaction_log_ngv_invalid_option
270,11446,l1_log,test_log_bii_read_transaction_log_ngv_invalid_update_flag
271,11447,l1_log,test_log_bii_read_transaction_log_ngv_valid_4000_log_entries
272,11448,l1_log,test_log_bii_read_transaction_log_ngv_valid_count_less_than_actual_logs
273,11449,l1_log,test_log_bii_read_transaction_log_ngv_invalid_count_more_than_actual_logs
274,11450,l1_log,test_log_bii_read_transaction_log_ngv_valid_mark_as_read
275,11451,l1_log,test_log_bii_read_transaction_log_ngv_valid_read_all
276,11452,l1_log,test_log_bii_read_transaction_log_ngv_valid_read_only_unread_entries
277,11453,l1_log,test_log_bii_read_transaction_log_ngv_valid_with_no_log
278,11454,l1_pnl,test_pnl_bii_get_panel_settings_valid
279,11455,l1_pnl,test_pnl_bii_reset_panel_settings_valid
280,11456,l1_pnl,test_pnl_bii_set_panel_settings_invalid_denied_PI
281,11457,l1_pnl,test_pnl_bii_set_panel_settings_invalid_denied_PW
282,11458,l1_pnl,test_pnl_bii_set_panel_settings_invalid_granted_PI
283,11459,l1_pnl,test_pnl_bii_set_panel_settings_invalid_granted_PW
284,11460,l1_pnl,test_pnl_bii_set_panel_settings_invalid_mode
285,11461,l1_pnl,test_pnl_bii_set_panel_settings_invalid_pattern_timeout
286,11462,l1_pnl,test_pnl_bii_set_panel_settings_invalid_PIN_PI
287,11463,l1_pnl,test_pnl_bii_set_panel_settings_invalid_PIN_PW
288,11464,l1_pnl,test_pnl_bii_set_panel_settings_invalid_tolerence
289,11465,l1_pnl,test_pnl_bii_set_panel_settings_overlapped_granted_pin
290,11466,l1_pnl,test_pnl_bii_set_panel_settings_overlapped_denied_pin
291,11467,l1_pnl,test_pnl_bii_set_panel_settings_overlapped_granted_denied
292,11468,l1_pnl,test_pnl_bii_set_panel_settings_valid_granted_denied_mode
293,11469,l1_pnl,test_pnl_bii_set_panel_settings_valid_logical_mode
294,11470,l1_pnl,test_pnl_bii_set_panel_settings_invalid_reserved
295,11471,l1_pnl,test_pnl_bii_set_panel_settings_valid_pin_mode
296,11472,l1_pol,test_pol_bii_polling_clear_buffer_and_counter_after_one_polling
297,11473,l1_pol,test_pol_bii_polling_clear_buffer_and_counter_polling_disabled
298,11474,l1_pol,test_pol_bii_polling_clear_buffer_and_counter_two_times
299,11475,l1_pol,test_pol_bii_polling_get_counter_enabled_with_multiple_polling
300,11476,l1_pol,test_pol_bii_polling_get_counter_enabled_with_one_polling
301,11477,l1_pol,test_pol_bii_polling_get_counter_enabled_with_zero_polling
302,11478,l1_pol,test_pol_bii_polling_get_counter_polling_disabled
303,11479,l1_pol,test_pol_bii_polling_get_mode_valid
304,11480,l1_pol,test_pol_bii_polling_reset_mode_valid
305,11481,l1_pol,test_pol_bii_polling_set_mode_invalid_keyped_mode
306,11482,l1_pol,test_pol_bii_polling_set_mode_invalid_wiegand_mode
307,11483,l1_pol,test_pol_bii_polling_set_mode_valid_both_wiegand_and_keyped_polling
308,11484,l1_pol,test_pol_bii_polling_set_mode_valid_keyped_polling
309,11485,l1_pol,test_pol_bii_polling_set_mode_valid_polling_disabled
310,11486,l1_pol,test_pol_bii_polling_set_mode_valid_wiegand_polling
311,11487,l1_tam,test_tam_bii_get_tamper_action_invalid_action_max
312,11488,l1_tam,test_tam_bii_get_tamper_action_invalid_action_upper
313,11489,l1_tam,test_tam_bii_get_tamper_action_invalid_action_zero
314,11490,l1_tam,test_tam_bii_get_tamper_action_valid_action_four
315,11491,l1_tam,test_tam_bii_get_tamper_action_valid_action_one
316,11492,l1_tam,test_tam_bii_get_tamper_action_valid_action_three
317,11493,l1_tam,test_tam_bii_get_tamper_action_valid_action_two
318,11494,l1_tam,test_tam_bii_get_tamper_detection_valid
319,11495,l1_tam,test_tam_bii_reset_tamper_action_valid
320,11496,l1_tam,test_tam_bii_reset_tamper_detection_valid
321,11497,l1_tam,test_tam_bii_set_tamper_action_invalid_action_mode
322,11498,l1_tam,test_tam_bii_set_tamper_action_invalid_action_upper
323,11499,l1_tam,test_tam_bii_set_tamper_action_invalid_action_zero
324,11500,l1_tam,test_tam_bii_set_tamper_action_invalid_mode
325,11501,l1_tam,test_tam_bii_set_tamper_action_valid_action_max_disable
326,11502,l1_tam,test_tam_bii_set_tamper_action_valid_action_max_enable
327,11503,l1_tam,test_tam_bii_set_tamper_action_valid_action_min_disable
328,11504,l1_tam,test_tam_bii_set_tamper_action_valid_action_min_enable
329,11505,l1_tam,test_tam_bii_set_tamper_action_valid_action_three_enable
330,11506,l1_tam,test_tam_bii_set_tamper_action_valid_action_two_disable
331,11507,l1_tam,test_tam_bii_set_tamper_detection_invalid_state
332,11508,l1_tam,test_tam_bii_set_tamper_detection_valid_clear_and_renable
333,11509,l1_tam,test_tam_bii_set_tamper_detection_valid_disable
334,11510,l1_tam,test_tam_bii_set_tamper_detection_valid_enable
335,11516,ma500_ac,test_ac_cmd_display_screen_valid_x_min
336,11517,ma500_ac,test_ac_cmd_display_screen_valid_x_max
337,11518,ma500_ac,test_ac_cmd_display_screen_valid_y_min
338,11519,ma500_ac,test_ac_cmd_display_screen_valid_y_max
339,11520,ma500_ac,test_ac_cmd_display_screen_valid_timeout_zero
340,11521,ma500_ac,test_ac_cmd_display_screen_valid_timeout_min
341,11522,ma500_ac,test_ac_cmd_display_screen_valid_timeout_max
342,11523,ma500_ac,test_ac_cmd_display_screen_valid_message_min
343,11524,ma500_ac,test_ac_cmd_display_screen_valid_message_max
344,11525,ma500_ac,test_ac_cmd_display_screen_invalid_x
345,11526,ma500_ac,test_ac_cmd_display_screen_invalid_y
346,11527,ma500_ac,test_ac_cmd_display_screen_invalid_message
347,11528,ma500_ac,test_ac_cmd_access_authorization_valid_access_refused
348,11529,ma500_ac,test_ac_cmd_access_authorization_valid_access_granted
349,11530,ma500_ac,test_ac_cmd_access_authorization_valid_access_emergency
350,11531,ma500_ac,test_ac_cmd_access_authorization_valid_access_granted_with_relay_off
351,11532,ma500_ac,test_ac_cmd_access_authorization_valid_access_granted_with_relay_min
352,11533,ma500_ac,test_ac_cmd_access_authorization_valid_access_granted_with_relay_max
353,11534,ma500_ac,test_ac_cmd_access_authorization_valid_access_refused_with_relay
354,11535,ma500_ac,test_ac_cmd_access_authorization_valid_access_emergency_with_no_effect_of_relay
355,11536,ma500_ac,test_ac_cmd_access_authorization_invalid_access_value
356,11537,ma500_ac,test_ac_cmd_access_authorization_invalid_relay_duration
357,11538,ma500_ac,test_ac_cmd_erase_log_valid
358,11539,ma500_ac,test_ac_cmd_erase_log_invalid_base_id
359,11540,ma500_ac,test_ac_cmd_get_log_status_valid_log_enabled
360,11541,ma500_ac,test_ac_cmd_get_log_status_valid_log_disabled
361,11542,ma500_ac,test_ac_cmd_get_log_status_invalid_base_id
362,11543,ma500_ac,test_ac_cmd_get_log_with_no_log
363,11544,ma500_ac,test_ac_cmd_get_log_invalid_base_id
364,11545,ma500_ac,test_ac_cmd_get_log_invalid_number_of_lines
365,11546,ma500_bio,test_bio_cmd_verify_valid_timeout
366,11547,ma500_bio,test_bio_cmd_verify_valid_timeout_min
367,11548,ma500_bio,test_bio_cmd_verify_valid_timeout_large
368,11549,ma500_bio,test_bio_cmd_verify_invalid_matching_threshold
369,11550,ma500_bio,test_bio_cmd_verify_invalid_quality_threshold
370,11551,ma500_bio,test_bio_cmd_verify_invalid_template
371,11552,ma500_bio,test_bio_cmd_verify_invalid_template_pk_base_db_identifier_not_available
372,11553,ma500_bio,test_bio_cmd_verify_invalid_template_pk_base_invalid_template_id
373,11554,ma500_bio,test_bio_cmd_verify_invalid_template_limit
374,11555,ma500_bio,test_bio_cmd_verify_invalid_coder_selection
375,11556,ma500_bio,test_bio_cmd_verify_invalid_security_level
376,11557,ma500_bio,test_bio_cmd_verify_invalid_bio_presence
377,11558,ma500_bio,test_bio_cmd_enroll_valid_timeout_min
378,11559,ma500_bio,test_bio_cmd_enroll_valid_timeout_large
380,11561,ma500_bio,test_bio_cmd_enroll_invalid_quality_threshold
381,11562,ma500_bio,test_bio_cmd_enroll_invalid_enrollment_type
382,11563,ma500_bio,test_bio_cmd_enroll_invalid_number_of_fingers
